id,budget_EUR,local_currency,budget_local
ad74e8a6-5d25-4c1e-a91e-84d740d4acdb,102.6869139810088,MWK,190858.2849046944
dc3ab410-3d40-4b7b-81a8-07b2e6af4932,969.405048109958,LTL,969.405048109958
38f5d460-232a-461c-b6ae-267c184fc0bd,894.7313851102089,SBD,8279.880921796663
c7e438ac-2c99-4d87-a356-676b6062e77d,895.1944358135232,STD,895.1944358135232
dd32e982-c764-419b-8699-522253510b63,106.47752766353368,EGP,3622.2152513218825
d8cbe78b-87d3-450e-b18f-79633f803e2f,361.8904433423608,JEP,312.88758219025846
58a6d690-9d39-4393-947e-4a7c1202de4f,194.9651553808144,CLP,186799.70974796286
15e15cbd-a3b4-42de-90e8-71399d3739a0,674.5608269827513,NOK,7888.287328303215
ed67b953-ce71-4952-93bf-7ae46fd3cc73,635.5789193312133,XOF,416912.4411877447
3ee7edcb-6b45-485d-bd7a-da17576d56aa,885.6096214848591,BIF,2765088.672557862
5f41ff33-f00b-4e69-8919-c6a38b232e50,170.20626648429672,OMR,71.80457722919729
b73d45f4-e0ce-4ff3-9fc7-304309ee1df1,228.2370189673764,GNF,2149789.4060491375
4482e8ac-0cde-4fc3-9c49-8062d1957064,11.559259352363016,XAU,11.559259352363016
d1a018e2-0da8-493e-b257-603099b0ab1d,800.1772147319867,MZN,56155.31668179021
d88e5dba-14da-4003-a893-931f8c9d636e,62.71495647372704,AFN,4887.305251092038
8d60dcfe-f320-4bd3-b545-bc2436bc91c8,654.8401042071783,ZAR,13429.27815669174
7cc7a344-563d-4462-8069-f52163e09abc,666.4707820212694,QAR,2661.7436780579437
af52e756-285e-4cb7-87b1-e3c1d2233dce,781.7776846748111,CNY,6124.948283016031
795a1053-89fd-4e19-804c-199fd16313cb,545.3431123839655,GEL,1621.6715436890515
a50c1858-21e5-42b7-ab9e-766c819d47b6,164.05452665090414,BND,239.93417469916685
fef92f7b-f08c-4c7c-8c54-4674ff97cd9e,322.6785026057779,XDR,265.19332736655855
3e6b624d-812d-48be-99fc-f1db77ec0b2e,938.1840800422178,GIP,811.1464501318612
9daaddae-1158-4bfd-8caa-4dffb72dc469,157.5431980749259,UZS,2122743.0779916802
905a683a-7e96-478d-8ac4-cea4ac8b1e53,391.3858470266172,MAD,4303.157447956444
db6edf78-f028-46e2-bc5a-253e9a92d00e,581.0849906635472,RON,2889.479981173928
4f2fccdf-f0ca-4b91-b408-3f2a8a2d3f25,588.4807587584835,JMD,99257.64369926073
c4da736a-0b4d-4b49-bb3a-20d11a7e8fef,374.7477361235588,GNF,3529789.850499576
1dd3ddee-aa9b-41d8-b589-3ca33882e4b5,588.3384169866422,SOS,370072.5191557414
04ef7a53-b9dc-4507-a271-fd878423f8d4,349.9928123182687,GIP,302.6009855878766
81fd8bc8-0e95-4cdd-a53a-6363487ebe6b,813.8885434138904,IMP,703.6815235273024
ed6e72ff-c97c-476c-a154-63cb899b1f91,170.48054224984998,BAM,333.43095894852405
cd97fc3f-00d2-4577-8ba7-febe01417c0c,64.49440599904032,NIO,2547.7545094054653
114d061f-b884-43ff-bc33-074023cd7351,57.01372272501304,NAD,1168.5269206319683
34291fea-bce5-4701-a75f-9d4bd9b2255f,378.6233315946735,TZS,1044367.2555868563
4bdcf775-83df-43d4-8162-6646d232fb00,937.903883131663,CLP,898623.0016244357
a0579b38-3f29-4453-8d97-f149227ded18,445.1215383692392,JEP,384.8485211017373
3cd2dc39-6faf-4528-8751-4eccb21ee990,677.3051725208516,IQD,975345.3878635234
a66ac81c-67f6-4874-a099-1bf44a0437db,68.58041313831664,NIO,2709.166076087839
18561343-9e0f-4648-802a-0540d70d0762,419.8980404834671,XCD,1243.9168724772755
740dc282-ba9c-4953-8938-0616dcce75f2,240.5349548945092,NGN,205700.40490881348
6a299cca-75ac-48c7-8639-daf78561ac08,933.0662621645936,XDR,766.8405075599712
b42758e9-2e4e-4194-b289-a55069959b6c,873.3616285120037,KYD,798.5398644357517
016b2f67-f4df-4210-882e-dd1c25476b63,536.4709800096695,BTC,536.4709800096695
0558e9ef-65e9-457d-ace6-59a86a6828f4,865.8082255484285,PGK,3473.9524738342293
711d06fc-744c-4a1c-9766-4bb5ac41f9ba,483.6598900891748,CUC,483.6598900891748
559f2c5d-092b-4ed7-b23d-81bbe4aa9114,5.305007444966092,MVR,88.40726472439954
f82d47a7-7af4-4c7c-b8e9-86136a99bef6,794.1423321825936,ZMW,20754.19194692379
98472f20-d330-4203-acd4-ea77855eb196,602.0585298271073,HKD,5156.353758986924
59f2ae43-88fe-40b5-a882-5de3c2d59894,241.7005472799729,KWD,81.43785729887223
ebd52133-d1c0-4c18-b946-29e04ddc2f52,203.97422031209976,SOS,128302.43848489123
9ecad8cd-5776-43e0-b0c1-3a8059946604,834.5357636977141,PAB,915.6484672503133
643ea17f-456e-47da-9f31-a292203d2f1a,232.247859671504,JPY,37532.43185181144
082dfc94-b841-4e21-bb71-844d9e3af2c4,559.5195880592196,NGN,478489.3150713592
86027cea-71ed-418a-8dca-9c1d62b6bbeb,461.2481018534908,DJF,89940.86790426802
e806e2d1-6e70-4222-ad9b-f156278d1ee9,86.56806653001759,KMF,42588.69691262306
e51b585d-7e6b-41a8-9778-2971870bebc7,214.6016142946133,LRD,44167.42863600838
993fad37-33c2-4bd1-b973-4e2b1217968f,10.547062792503503,KMF,5188.814751136666
94a5c93c-799c-4de7-9212-d781fea17574,403.63798804162553,CLP,386732.9978126289
2d0cc2da-d97f-4c6e-a23d-3b9a676a25a9,247.10311456770395,GGP,213.6433760303203
89c5cc96-1dc2-4bcd-a8ad-c11102b6b246,77.74839964771074,UYU,3318.945064971379
ddb1c9c1-3b72-4c00-8378-e1cddd9f6736,448.08554149579226,MGA,2197336.8771543964
c82c8a96-095e-4c50-b493-d9cd8207acac,322.66778962655275,BOB,2410.5897494199467
9d441437-dfc3-4ce2-b119-0edfd16d361a,415.5764776599586,PHP,25288.532236585157
62ab6a7a-05e5-4ac8-bb46-576bc910d56e,766.7710456552539,DJF,149516.17806765987
5425fe41-4a47-4cd8-bcb4-8a7b618aa85c,598.8161955239767,INR,54771.75328745683
b561d4d2-4e6d-4a70-955e-2eafc52be637,27.29294954232453,MYR,139.4575288007367
1470e880-ce4c-4b7b-a3e2-4aa599a163c6,137.93320538125175,CDF,376434.178264755
7b3e47c8-a7cf-4ee5-a856-e842ab15a591,281.2749570902344,MAD,3092.5247699213737
902337e5-8148-4bac-b409-ed23a86200a8,699.1756425486415,SCR,10421.287763981252
15fd1196-ae19-4cc2-b49a-3f0a321efa57,201.2739291879926,RSD,23588.02641138239
24aa759d-4b3b-4f74-961e-7256bcdd8214,381.8348196631891,XDR,313.81094654019194
679fa1b7-90bc-4222-968a-55cc6a225b22,113.34813070163364,CLP,108600.9337113728
59d63287-547a-4042-91f3-379e22fcb1c1,430.8802860026927,BOB,3219.0247494717764
58d987b0-3ae1-402f-8f8c-9deffe9faabb,819.7637842076033,CVE,90391.25366565138
338e58f8-aa97-4603-add2-0ebe15cf6622,454.3110056967614,DJF,88588.17193313145
f100cd64-c5aa-4d7a-8d88-74027ffafd21,624.2574752601331,AOA,575522.7360523008
bfe721fb-414d-4621-bc85-287df32ef458,960.6252961079348,NPR,140584.35162817207
6646b46b-b0d6-4958-8720-2ca843cb02f9,39.339687730912345,PKR,12235.940149856355
a2e19ff2-7dca-4520-b130-50b46c2c7d49,994.4183764884868,JMD,167726.17189681163
8e6b26cd-6118-4765-aae8-727c47666a68,891.5523114246814,PYG,7188076.0400391985
9722ea70-ab17-427b-9af2-63b25aa592c6,96.17032152102578,HKD,823.6544693093647
525c88de-0aaa-4bf8-aec8-a8454ef9e9bb,234.02746915971076,IRR,10925754.04703433
d547a1c7-82e1-4118-92aa-825aab30fade,994.0380932055753,EUR,994.0380932055753
e649c2b7-9e81-442b-8a36-47f0f89f1d98,478.9144819826095,LTL,478.9144819826095
7b3bc829-431a-407d-b116-973544468773,904.304490278253,XAG,904.304490278253
24163c20-126c-49ae-af65-4ca43eef8639,916.1764636966944,BHD,377.9640192157528
2e061934-2a69-4969-bb0c-a393c87473f3,0.2369901334196011,MVR,3.9494100017104414
d650ebf7-2769-4deb-8c56-f18b4097e6c5,626.7630395455318,XOF,411129.6031311684
0bde18b5-b3a3-4150-8322-301ec72be004,613.7126035375552,ETB,37874.89159808082
23a519db-ff96-4da5-be2d-383f46371d3a,417.70570445816446,SOS,262742.32287310617
b50d3460-d5f7-4342-8b1c-1cce0713b661,774.4873421785584,CHF,743.5566411939733
188f41e9-14e7-4577-a0cc-37f0b19a5d1b,4.6987160776391645,CUP,123.72976338974688
2d2fcc3b-51d0-4de8-bfdf-3ee491b2381f,508.0039860659804,TZS,1401241.5096565466
ca4a5abc-65d0-457c-8967-44b62178ab3c,608.3829618535046,SVC,608.3829618535046
5ba51c40-bc4d-45b7-a315-fac26cf1a383,842.5849887937729,NIO,33285.052734474855
37811fba-fd93-40fd-ad0b-21bdc8d35fa6,201.52089993711408,BRL,1080.9091376839951
13320ad8-f07a-4635-a654-5e78b29748c9,854.9850345469245,KRW,1211318.4025130768
07612660-60f4-4219-a021-4793dbe6bceb,51.8478788661193,SVC,51.8478788661193
f5318c32-968f-4e3c-b6ae-e8f8ad0708f5,157.06937548288212,LTL,157.06937548288212
35f7a3f7-51fe-4c61-a260-9175992016e5,561.157555040114,RUB,54725.19137021046
8ac25ff3-9bde-436e-bc11-83b73591fa29,456.8790269255825,HTG,66585.69101663273
cfbb9952-76c5-4f73-a0fe-6ef5a001ca76,717.546624885823,BAM,1403.3992153504391
c8d8735a-7b2b-4a8e-8efa-6d5f8d4a23d2,199.70692145555847,MWK,371183.8152975717
29fc030c-b6c3-4ffe-bf51-d8c09bc97509,374.2983684539466,AUD,620.3767135119408
3094f40a-7466-40ad-ad57-9546a200669c,667.7257438580634,EGP,22715.08764502673
7ec1ed42-1c59-4d19-a541-183a35f97747,708.472319453974,ETB,43722.92852531931
5e927909-d59e-46d7-96a9-35adaaabc0c4,400.8179741291098,FKP,346.5440138882353
4a346c31-f82f-43f2-bbd3-6313e5044322,597.6191419994453,MYR,3053.627039394034
d93f5b5e-dfda-4d9b-ae01-b4cb5ba2f118,465.62408160400446,FJD,1137.305444281045
8248b7a5-0045-439b-8140-a80d243f4597,264.3908383685924,ZMK,264.3908383685924
05b067f8-2031-4fc6-879a-d1266c11f5cc,547.6144495898744,UZS,7378578.043859966
29e4c1e7-e75c-4a12-ba41-8989f196080e,73.55784484048489,AUD,121.91764079456844
0b1798a3-449a-4aaa-9024-98bdafef0522,484.928364192001,VUV,63866.33947089927
a18289ab-3e57-48c6-a4bf-0d2f120283b7,859.6083828577844,LTL,859.6083828577844
eeae285d-d677-4710-b132-53ec0cba6cf7,400.0187338698354,MVR,6666.260597524139
bb84c187-b266-4324-a869-28f5049fc2d1,914.2879488202904,LSL,18738.823397988315
24cc80a1-7013-4d00-a0c7-d653e311957d,920.1709689692576,KWD,310.03964577159473
0efcdf9b-e7e9-4c3a-b46c-7f0c1aa320d8,760.0286133027732,MUR,36309.10839315636
fe1fc36a-9f99-4dd5-a09d-15dafffbe2b8,478.3150469033934,NOK,5593.3970258864065
5bb2ecbb-7c5e-4df3-b66c-c0242a2ccd95,865.0556161542958,TTD,6742.734823896557
a7f47667-2dbc-4eec-8bd1-75050eaff481,148.68325909392755,BGN,290.7991786336763
7c8da6a3-ca8b-4fef-95ba-b51ed17e6c59,793.4321563613934,MXN,15015.039456424494
c85e80d8-cf26-49ff-8356-48bd2c4c4dfe,241.66125283840532,KYD,220.95789164648627
372f1ae2-75f6-4ed6-ab1f-da7f1021f53d,896.8728515331527,HRK,6757.488499876539
c7199747-4665-4e6c-b1a6-3224a3722901,879.6804827997152,XPF,104974.0313734556
90760e36-972f-4912-8869-3c327d4e1204,787.5350082880418,MWK,1463746.2083246387
099d27f5-717c-4fa5-b186-22a154da9bea,613.5004868846487,ZMK,613.5004868846487
2e506626-108e-4adc-bb69-d804614f35c2,858.6065884206064,ILS,3469.5347770829444
d33af70f-9cd7-4546-96fd-683100f022e8,771.4894600206461,GNF,7266743.473669458
655c2949-22c9-40b9-85a8-6fdaccb6f2ac,535.2581793499554,CLP,512840.72965498676
81111134-0999-4b87-b833-e1e568617c90,319.7235826869633,XPF,38153.254569200704
223f2195-4291-4125-9c13-37e45783c69e,721.3031939505124,QAR,2880.732761664423
0baf1574-6488-48a6-a46e-9ebbfb00ebb5,506.8405437642808,NZD,903.9409866738071
8e6bb523-4caa-4d38-8d78-8e306f819644,306.7401010643004,SGD,448.6162932694702
d5567cf6-62b3-4c8e-a168-5ee078fa8e9e,865.6864555607403,KRW,1226479.8704725069
0d5037ca-61b3-494f-ab41-2cf1c00ba49a,148.28898421221382,XOF,97271.19721689115
bc40e488-0dd0-456d-b267-4fbb847380e7,176.0322885904644,CLP,168659.78102979637
b40853e8-93d5-494d-a456-f0855a2f4f2e,697.7429886747664,AED,2811.5190902295603
50264a74-707e-474b-b4ce-fbff31ab29e3,113.1117075806194,KGS,11039.679019521569
e1249c78-8c4a-4fb6-acaf-2300198c6fe5,271.8992800160054,JPY,43940.302451835436
0c414cda-843b-4a2d-ad91-cff7a1355371,724.3773886757898,ILS,2927.1293461261125
c29fdbd1-883d-4467-aea7-5d1e16ff9311,977.983096431748,WST,2895.745357616234
1e1ff567-bbf5-48de-b861-acc78c76330e,259.5304397860011,STD,259.5304397860011
7787f45c-cea4-4b42-b6e3-d72afce4748c,532.1044811896779,CAD,793.3746988120652
a44fcbad-b758-4f08-8e3d-5a07f581ea58,213.6723495132345,ERN,3516.6028618455516
4d29709d-d298-4934-a507-8f7740aa421e,770.0347253372877,XOF,505109.6683280712
f9f2ce41-5ddd-4feb-9bc8-314a5986ad8b,330.0871120357685,JMD,55675.004608962416
10cfc6d5-772b-464c-a8c0-1e5f699e542c,169.49509699507323,FJD,413.9985542143462
9b3fb87c-a9c5-441d-b653-70aa7196944e,477.39163955607467,TZS,1316802.6237142258
1f34955b-d7ef-4f51-b45f-f05077b29732,341.9108728875404,DZD,49980.0414404198
29bde407-288d-46c6-b7f3-c44cd032e55c,17.95402269673907,KZT,9047.792982230774
ba45b9a5-70d7-4608-8230-f555484346c1,346.43454060979985,BND,506.66986937442874
f2ff705a-e591-4c2e-943c-05df35370ae2,779.4001586941379,THB,29766.618599599224
43587398-2165-4750-a6f3-c7e5ec01d697,394.9328754516991,GMD,28611.82564183926
0002f630-49db-4b34-98fb-ad3bd8d10121,48.58701673495036,MAD,534.1981181112233
84d8c16f-d763-49bb-91fd-accd920530a5,868.3270364549136,MNT,3322112.1428881497
1791e9c0-ca8e-46b8-b89b-b6d9bd7b3c01,6.32783721067387,BTN,578.7863435026833
4786a85c-6c33-42b1-890f-b31464efae45,884.7943754547147,SDG,435206.9478205602
0a6f7d54-c825-4fd4-83e0-86c68ffd4124,650.6425882574729,SVC,650.6425882574729
89a288e2-eb92-4243-8a3e-5b55b91c9ad4,38.72817696403563,MOP,341.6381732130916
f0c2b0f4-1e2a-4574-8015-d020caef4c45,50.53520675841705,PKR,15718.115750845767
6545d15f-b444-4392-bbf0-6d8552a5df26,960.2985736846546,DKK,7163.037033961381
b996c528-f11b-4eda-a503-34d5956e61f3,533.0045855826479,EUR,533.0045855826479
6bc6ec04-d99a-42e9-b01f-9a9cd095d57a,261.27427094875964,WST,773.6163947259365
b2925f6b-1f5b-4865-9219-6c950796d1d5,477.96424125063487,CUC,477.96424125063487
0caa5095-1118-49ed-abfc-d84fbe2c6401,61.434909884892974,HRK,462.8813285277261
e5dbdc9c-3103-438d-b7ac-e4e260095c99,767.6910978193392,IMP,663.7395816458181
5d692287-e4bd-4ecb-b483-4c77161d6363,189.2372364418136,BMD,207.63014963777565
ae0c8b2e-b7b9-40f1-b508-2433a8b14a8c,770.611816945908,XAF,505488.21560838696
f4ff66c9-5670-4099-92cf-d983c12310ba,581.3406074644105,XCD,1722.1785304083635
c7e5f1b1-a937-4ed5-9933-f1b2b3860f9a,490.69885246263647,XAG,490.69885246263647
48899283-cb75-4105-a573-763d3c9e633b,26.4601874962187,BTN,2420.2258464390748
b9fa324f-3a61-4cf8-a3b5-7346e570dc01,880.9644015370429,KPW,880.9644015370429
275c83c1-b83d-4aad-b35c-609075b85238,626.8283406635504,JPY,101298.63849774525
5058cc17-874f-4891-8346-cd6ebc5cbb8b,27.34049202779587,CHF,26.248594797681786
275d71d2-ce52-4356-8fc4-8190b38fb5a4,750.0529072765023,KHR,3384328.7239804515
f69a076b-ffbb-42de-ab44-e6acf7bf7432,697.1665341892559,HUF,263357.9719225284
e3478379-0cdd-460e-9221-5e380fd3a7ae,600.3768278524994,LSL,12305.04608957036
6bd70b2b-01e9-4505-8a06-bfd1ceb23499,622.879459201766,MXN,11787.47241528607
5292be7e-98a6-4374-b0d5-e35e669e67a6,177.76558985321,CDF,485140.93147608475
7263510c-89c1-4ab1-8d85-6203ecf3c0b9,665.7347518418003,IQD,958683.5389617184
c03867de-642e-436b-852f-260c512687e9,200.97272909202024,CZK,4876.850065929197
4121c608-452d-4a29-af6f-c686453eca06,283.6786591579054,LVL,283.6786591579054
e6b2b8f7-d692-422d-9eba-45c7ccc709b0,379.3239974512137,STD,379.3239974512137
05204642-d5e5-45aa-9a11-17ef96e1d3ce,404.6247690911357,CRC,231768.16420829316
2898f3b1-2dc5-4d56-8888-a624fda1235c,315.5430631244197,CZK,7657.039913595561
cccaa804-4667-449f-ad96-c49f56c245e1,514.8256911617375,MYR,2630.5811521473365
e713e17b-e58e-47fb-84f8-08039e86ff62,241.51274577906744,NAD,4949.933658599216
64b34937-64a6-4740-8d2c-e6a399d46999,595.2404319547596,UZS,8020292.352271637
fb2fc7c9-752d-41c9-af69-fefd827fe5bf,251.64980510002653,MDL,4890.245485209294
5a1acaac-bd86-4172-844c-afd2b63487cb,826.0406719902321,HTG,120387.42360846474
77c7656c-1bcc-4b8e-b837-01f890199fce,11.35048062625854,LVL,11.35048062625854
d2047023-6655-404c-a9c4-c9bd8b38432f,346.84232837069874,SEK,3942.324709072053
290cf316-3044-4cb2-bba5-29095dcf266b,312.5891224737627,BYR,312.5891224737627
a1142208-aa0e-476f-aec7-9cce864f1519,162.46326774785203,TZS,448126.9454707946
c7b2b08f-bd49-4a37-ad67-ffa2deb4e6bb,107.32123839076834,BTC,107.32123839076834
7a8d7865-641a-4cbf-9f95-ae9aca529b35,267.0717870168631,LYD,1412.576866720927
1fd380a5-626c-4106-961c-f9022e59804d,198.1619427605895,TWD,6797.888177600565
8f8e6fc7-8854-4f10-a34a-1c609698b6d0,477.7711955166489,CUP,12580.993615901372
3de3f271-c464-4c79-b0ff-d8b7c172c90a,31.833419517261703,BMD,34.92746872724195
650c1521-6a7d-4c5c-b1a4-f7fd348ea6df,386.4240571516667,UZS,5206692.529486712
e61f11e8-1b21-4a5f-a85b-ce1aeadd5fed,14.027055796665966,IDR,237335.79233585438
27d001bf-5445-40d6-bd96-3d63dde74af2,971.9677079440246,NIO,38396.12246289594
cee7139d-4fec-4a34-a957-b7e10391d40e,83.20031607654687,RWF,116542.62392739175
2e39ed90-23c3-41e7-adf3-08d1a0e65e14,863.9493867884266,BSD,947.9209474373276
4b452c75-a832-4274-8f2c-fe31b50227e2,729.2550213951729,AUD,1208.695713406194
c6dbcd96-1d93-46e7-a348-8df338cb705d,20.89640467956788,FKP,18.066864314716952
87457c8c-5f75-4c16-8069-ffa18c75c470,433.5581420275017,BYR,433.5581420275017
eec33713-79a4-4f13-92df-a87fdab94b9a,847.3340845311643,ARS,334697.8903732984
242bbd21-715f-4b77-931d-0c3a91a53a76,941.9263012771136,BZD,2066.953656259485
98ac8547-d91d-41b6-b4bb-2118b97c8af9,279.86733895410896,MVR,4663.953100783501
142714c6-e833-4db8-a92b-7500b8a2cef6,199.94684074696568,GTQ,1690.085662110858
cd962a4f-6a41-406c-984d-5eec3523c7da,139.15605541309804,ZAR,2853.7735598723543
64e35d74-8634-408d-a3da-de1209b8bcec,805.5191846563897,XCD,2386.2909761248898
6830302e-28a6-49cd-8810-c1f869fcbb22,998.0120760132957,NIO,39424.96605274292
6f873fcc-34c2-4e90-b401-4491f81b8a6e,983.1039839740108,ZWL,6260940.192030596
ba86fcc2-35b7-44fe-bba3-5cd38825fe5e,285.8703783961134,HUF,107988.89418104035
68712b74-4e0f-4081-a804-7c965f39bd99,552.3401329626042,IQD,795390.9449885623
9c2784a3-89f1-4cef-a8e9-13cfebde591b,992.5136139845584,KWD,334.41455955511515
eed761cf-bcbb-42d2-993e-7cae87d3e2a7,23.574502419273948,DZD,3446.086981387499
a8b72bc5-18a1-4533-a2c5-fc18de0d2904,191.381800591643,SOS,120381.64264075096
9df19d36-80ec-47f7-ba8c-460e5c8878ab,309.5463854029722,NOK,3619.823049046941
d7967bd0-77d4-43cb-b125-0d8b7aa46adf,864.6529790151152,IRR,40366995.45858713
8e7c04ce-f5a2-4466-aaa7-d961c49f8953,846.2918243909565,HKD,7248.099335377498
3f1638a1-5f60-4674-b618-319281e91318,463.6884802585956,UGX,1941582.2421882884
09cf4cf5-5aa9-42e2-b36d-b5ae725fd240,792.5422408531351,SVC,792.5422408531351
7bbf28cf-ad2e-46ba-a1d0-7e7d50cac6cc,356.47969076152253,WST,1055.5135496446594
79f9a523-1ae4-4519-b0e5-4787ee9804fd,226.98257669469805,MXN,4295.455279530467
22f276dc-47fd-42c2-b4fb-fece768bbc3b,414.8778120695198,SVC,414.8778120695198
53f4d3e3-2555-4c74-94c6-2efbec6e16f5,917.6136138467356,STD,917.6136138467356
65bfbe18-9dec-4a6e-9d95-bbf46b161986,344.0368377874582,RWF,481908.6957138987
b939ed5f-69cf-47b5-b183-0ccb0314decf,628.1876481464656,ZMW,16417.116302673952
c1d1ed42-2b10-47c9-b2ee-33f9ab4cf19f,20.655681748119605,BIF,64492.06313942714
86aa0892-668b-4b2c-8b4c-3c9487571d11,914.8222971965585,IQD,1317379.1438273822
70ce631c-d47a-492c-81ff-f054d2f8ced8,331.82150230471785,NPR,48560.98516955288
53d06415-ffe1-4e48-8f2d-97420ff23e5b,814.4258681325296,ZMW,21284.28382265887
df65b770-3aea-49ea-a5d4-5037179a5613,153.28558743091403,BSD,168.18418010126172
17a60dc7-d670-40ed-89a5-f06b28ee3f1b,221.25197748486224,AED,891.5233381724232
fdc53090-6e39-4f00-96b9-19dd454ad748,387.3402225044746,IQD,557784.7547622848
7fded088-aab0-4b0c-ae4b-e031042534b8,222.80770473923096,HKD,1908.2452767396283
1f082aa8-8ad9-4861-a4c6-d3f8d04adbeb,499.5155389017389,MVR,8324.36201829296
9842a8c8-c23a-4eeb-a60f-1fa2f81dd988,984.6709163682286,LTL,984.6709163682286
7faccb5d-557a-4ebb-b56d-57458a6e202f,666.8326654995986,CVE,73528.30386131325
b27e3476-a970-44f0-aeee-6cf40d514050,30.26657357131213,ZMK,30.26657357131213
a6dd37f1-4756-47fa-8fc9-9c4fe4a96d1a,105.4418936407009,VUV,13886.974388334904
9200a2ee-a7c4-4141-b9a2-f4dd91edcd80,613.8061819641786,ILS,2480.3232626372296
edeeca3a-8312-4e60-b4e9-21da5c2a6fde,300.49438960347175,XDR,246.96131409561323
c798928a-8bfe-4a5a-847e-706d0b8bfec0,108.71241941853636,VND,2874301.7706789845
5905362f-2563-4b30-8f01-e0d3940ee7a0,20.319614404666787,KGS,1983.1901190960677
